Attributes,Adj Close,Close
Symbols,Fund3,Fund3
Date,,
2018-02-01,109.7675491,120.4969986
2018-02-02,109.3485298,120.0369969
2018-02-05,109.6837769,120.4049964
2018-02-06,109.526638,120.2325036
2018-02-07,109.1599544,119.8299964
2018-02-08,108.9504536,119.6
2018-02-09,108.9294929,119.5770039
2018-02-12,108.78283,119.4159957
2018-02-13,108.7723366,119.4045021
2018-02-14,108.4580677,119.0594986
2018-02-15,108.42664,119.025
2018-02-16,108.5732678,119.1859993
2018-02-20,108.8352009,119.4734993
2018-02-21,108.3742428,118.9674964
2018-02-22,108.3952122,118.9905014
2018-02-23,108.7723366,119.4045021
2018-02-26,108.8980652,119.5424964
2018-02-27,108.6780533,119.3009976
2018-02-28,108.8771046,119.5195003
2018-03-01,109.0975552,119.5079979
2018-03-02,108.9085674,119.3009976
2018-03-05,108.7616413,119.1399983
2018-03-06,108.782637,119.1630031
2018-03-07,108.8036065,119.1859993
2018-03-08,108.9085674,119.3009976
2018-03-09,108.7616413,119.1399983
2018-03-12,108.7406456,119.1170021
2018-03-13,108.8351131,119.2204979
2018-03-14,108.9820831,119.3814972
2018-03-15,108.8771046,119.266499
2018-03-16,108.9085674,119.3009976
2018-03-19,108.8140999,119.1975017
2018-03-20,108.5936493,118.9560028
2018-03-21,108.6251297,118.9905014
2018-03-22,108.782637,119.1630031
2018-03-23,108.7930954,119.1744969
2018-03-26,108.9085674,119.3009976
2018-03-27,109.1500313,119.5655014
2018-03-28,109.1920754,119.6115024
2018-03-29,109.4230194,119.8645039
2018-04-02,109.3071175,119.3354961
2018-04-03,109.2755142,119.3009976
2018-04-04,109.1175331,119.1284957
2018-04-05,109.0753838,119.0825036
2018-04-06,109.2439461,119.266499
2018-04-09,109.3387295,119.3700036
2018-04-10,109.3176899,119.3469986
2018-04-11,109.2439461,119.266499
2018-04-12,109.1912682,119.2090043
2018-04-13,109.0438244,119.0479961
2018-04-16,109.0859298,119.0939972
2018-04-17,109.2018143,119.2204979
2018-04-18,109.0332783,119.0365024
2018-04-19,108.7067085,118.6799964
2018-04-20,108.4749836,118.4270039
2018-04-23,108.3064564,118.2429997
2018-04-24,108.1589687,118.0820003
2018-04-25,107.9904503,117.8979961
2018-04-26,108.1274006,118.0475017
2018-04-27,108.4538914,118.403999
2018-04-30,108.4223408,118.3695003
2018-05-01,108.4275788,118.0359993
2018-05-02,108.3747868,117.9784957
2018-05-03,108.3642407,117.9670021
2018-05-04,108.5015419,118.116499
2018-05-07,108.5120968,118.1280014
2018-05-08,108.3747868,117.9784957
2018-05-09,108.2163319,117.8060028
2018-05-10,108.343087,117.9439972
2018-05-11,108.4804058,118.0935028
2018-05-14,108.4381512,118.0475017
2018-05-15,108.0261772,117.5990024
2018-05-16,107.8677223,117.4265007
2018-05-17,107.7409321,117.2884976
2018-05-18,107.8888497,117.4494969
2018-05-21,108.0261772,117.5990024
2018-05-22,107.9733238,117.541499
2018-05-23,108.258604,117.8520039
2018-05-24,108.4592785,118.0704979
2018-05-25,108.7656422,118.403999
2018-05-29,109.4100605,119.1054997
2018-05-30,109.16707,118.8409957
2018-05-31,109.0297337,118.691499
2018-06-01,108.9132176,118.2200036
2018-06-04,108.6801063,117.9670021
2018-06-05,108.7860764,118.0820003
2018-06-06,108.5000241,117.7715043
2018-06-07,108.6589089,117.9439972
2018-06-08,108.7013038,117.9899983
2018-06-11,108.5318027,117.8060028
2018-06-12,108.5211865,117.7945003
2018-06-13,108.4788002,117.7484993
2018-06-14,108.6695164,117.9554997
2018-06-15,108.8284451,118.1280014
2018-06-18,108.8602238,118.1625
2018-06-19,108.8919937,118.1969986
2018-06-20,108.7860764,118.0820003
2018-06-21,108.8284451,118.1280014
2018-06-22,108.7860764,118.0820003
2018-06-25,108.8919937,118.1969986
2018-06-26,108.9661762,118.2774983
2018-06-27,109.2734085,118.6109993
2018-06-28,109.2522549,118.5880031
2018-06-29,109.1780636,118.5075036
2018-07-02,109.3161896,118.3119969
2018-07-03,109.2630642,118.2545021
2018-07-05,109.369315,118.3695003
2018-07-06,109.4968247,118.5075036
2018-07-09,109.4755745,118.4844986
2018-07-10,109.3268235,118.3234993
2018-07-11,109.6243519,118.6454979
2018-07-12,109.5180748,118.5304997
2018-07-13,109.6137268,118.6340043
2018-07-16,109.6668083,118.691499
2018-07-17,109.5499588,118.5649983
2018-07-18,109.5499588,118.5649983
2018-07-19,109.5818253,118.5994969
2018-07-20,109.5499588,118.5649983
2018-07-23,109.167456,118.1509976
2018-07-24,109.1355545,118.116499
2018-07-25,109.1567871,118.1395039
2018-07-26,109.0718041,118.0475017
2018-07-27,109.2524479,118.2429997
2018-07-30,109.199305,118.1854961
2018-07-31,109.2312153,118.2200036
2018-08-01,109.2951149,117.9554997
2018-08-02,109.2738033,117.9325036
2018-08-03,109.5295597,118.208501
2018-08-06,109.5828079,118.2659957
2018-08-07,109.4656075,118.1395039
2018-08-08,109.4229931,118.0935028
2018-08-09,109.5934857,118.2774983
2018-08-10,109.7106774,118.403999
2018-08-13,109.806575,118.5075036
2018-08-14,109.8172615,118.5189972
2018-08-15,109.7533268,118.45
2018-08-16,109.8385555,118.5420021
2018-08-17,109.8705273,118.5765007
2018-08-20,110.1475426,118.8755031
2018-08-21,110.1795494,118.9100017
2018-08-22,110.1795494,118.9100017
2018-08-23,110.2221726,118.9560028
2018-08-24,110.2861424,119.025
2018-08-27,110.1795494,118.9100017
2018-08-28,109.9984055,118.7145039
2018-08-29,109.9451485,118.6570003
2018-08-30,110.0410198,118.7604961
2018-08-31,109.9131592,118.6225017
2018-09-04,110.0093552,118.3810028
2018-09-05,109.8062943,118.1625
2018-09-06,110.0093552,118.3810028
2018-09-07,109.8597355,118.2200036
2018-09-10,109.8169808,118.1740024
2018-09-11,109.6673523,118.0130031
2018-09-12,109.7314888,118.0820003
2018-09-13,109.7635395,118.116499
2018-09-14,109.5070724,117.8405014
2018-09-17,109.6032596,117.9439972
2018-09-18,109.357444,117.6795021
2018-09-19,109.1650608,117.4725017
2018-09-20,109.2719521,117.5875
2018-09-21,109.3040115,117.6219986
2018-09-24,109.336071,117.6564972
2018-09-25,109.1330452,117.4380031
2018-09-26,109.3895123,117.7140007
2018-09-27,109.6246239,117.9670021
2018-09-28,109.3895123,117.7140007
2018-10-01,109.4752499,117.4609993
2018-10-02,109.4859539,117.4725017
2018-10-03,109.1001083,117.058501
2018-10-04,108.7999741,116.7365024
2018-10-05,108.5535092,116.4719986
2018-10-08,108.3819989,116.2880031
2018-10-09,108.5427525,116.4604961
2018-10-10,108.4998924,116.4145039
2018-10-11,108.8857731,116.8284957
2018-10-12,108.7249931,116.6560028
2018-10-15,108.7678532,116.7020039
2018-10-16,108.8857731,116.8284957
2018-10-17,108.5749436,116.4950036
2018-10-18,108.4463108,116.3570003
2018-10-19,108.4034157,116.3109993
2018-10-22,108.5106403,116.4259976
2018-10-23,108.5427525,116.4604961
2018-10-24,108.8750427,116.8170021
2018-10-25,108.8857731,116.8284957
2018-10-26,109.0358139,116.9895039
2018-10-29,109.0250748,116.9780014
2018-10-30,108.8857731,116.8284957
2018-10-31,108.7999741,116.7365024
2018-11-01,108.8537662,116.4259976
2018-11-02,108.4129265,115.9545021
2018-11-05,108.5204582,116.0695003
2018-11-06,108.4666923,116.0119969
2018-11-07,108.6279724,116.1844986
2018-11-08,108.4559357,116.0005031
2018-11-09,108.5097103,116.0579979
2018-11-12,108.649477,116.2075036
2018-11-13,108.6279724,116.1844986
2018-11-14,108.713982,116.2765007
2018-11-15,108.7892612,116.3570003
2018-11-16,109.1010734,116.6905014
2018-11-19,108.9935505,116.5755031
2018-11-20,108.8430183,116.4145039
2018-11-21,108.9075497,116.483501
2018-11-23,108.8214962,116.391499
2018-11-26,108.8752796,116.4490024
2018-11-27,108.8430183,116.4145039
2018-11-28,109.1333259,116.725
2018-11-29,109.1548305,116.7479961
2018-11-30,109.1225517,116.7134976
2018-12-03,109.3275078,116.5640007
2018-12-04,109.5000622,116.7479961
2018-12-06,109.8452061,117.1159957
2018-12-07,109.9638806,117.2424964
2018-12-10,110.0717457,117.3575036
2018-12-11,110.0070126,117.2884976
2018-12-12,109.909948,117.1850017
2018-12-13,109.9962383,117.2770039
2018-12-14,110.0933117,117.3804997
2018-12-17,110.1795845,117.4725017
2018-12-18,110.5679043,117.8865024
2018-12-19,110.6110539,117.9325036
2018-12-20,110.4276814,117.7369969
2018-12-21,110.5463383,117.8634976
2018-12-24,110.6973179,118.0244969
2018-12-26,110.4276814,117.7369969
2018-12-27,110.6110539,117.9325036
2018-12-28,110.9464062,117.9439972
2018-12-31,111.1735424,118.1854961
2019-01-02,111.2709228,118.2890007
2019-01-03,111.7469193,118.7950036
2019-01-04,111.346632,118.3695003
2019-01-07,111.2168148,118.2314972
2019-01-08,111.1411057,118.1509976
2019-01-09,111.3358315,118.3579979
2019-01-10,111.2709228,118.2890007
2019-01-11,111.4764492,118.5075036
2019-01-14,111.3682682,118.3924964
2019-01-15,111.4980678,118.5304997
2019-01-16,111.4439949,118.4729961
2019-01-17,111.4548218,118.4844986
2019-01-18,111.4872936,118.5189972
2019-01-22,111.4980678,118.5304997
2019-01-23,111.6062664,118.6454979
2019-01-24,111.7469193,118.7950036
2019-01-25,111.7036381,118.7490024
2019-01-28,111.8009834,118.8524983
2019-01-29,112.0281548,119.0939972
2019-01-30,112.1038815,119.1744969
2019-01-31,112.5690422,119.6689972
2019-02-01,112.3737374,119.0939972
2019-02-04,112.3411602,119.0594986
2019-02-05,112.5039318,119.2320003
2019-02-06,112.5581803,119.2895039
2019-02-07,112.6232994,119.358501
2019-02-08,112.6124374,119.3469986
2019-02-11,112.5690422,119.3009976
2019-02-12,112.6341438,119.3700036
2019-02-13,112.471381,119.1975017
2019-02-14,112.601593,119.3354961
2019-02-15,112.6450058,119.3814972
2019-02-19,112.8512078,119.6
2019-02-20,112.8512078,119.6
2019-02-21,112.7209782,119.4619969
2019-02-22,112.9379895,119.6920021
2019-02-25,112.9379895,119.6920021
2019-02-26,113.1767246,119.9450036
2019-02-27,113.0790547,119.841499
2019-02-28,112.7969154,119.5424964
2019-03-01,112.7316033,119.1054997
2019-03-04,112.9057632,119.2895039
2019-03-05,112.9928257,119.3814972
2019-03-06,113.0799321,119.4734993
2019-03-07,113.3629223,119.7725017
2019-03-08,113.3629223,119.7725017
2019-03-11,113.4282345,119.841499
2019-03-12,113.5588325,119.9795021
2019-03-13,113.6023682,120.0255031
2019-03-14,113.5043999,119.9219986
2019-03-15,113.7003365,120.128999
2019-03-18,113.689457,120.1174964
2019-03-19,113.7003365,120.128999
2019-03-20,114.1792633,120.6350017
2019-03-21,114.1466072,120.6005031
2019-03-22,114.4187268,120.8880031
2019-03-25,114.636396,121.1179997
2019-03-26,114.7343819,121.2215043
2019-03-27,114.8214531,121.3134976
2019-03-28,114.9629483,121.4630031
2019-03-29,114.8758945,121.371001
2019-04-01,114.5155983,120.6350017
2019-04-02,114.5811123,120.703999
2019-04-03,114.5592743,120.6810028
2019-04-04,114.5592743,120.6810028
2019-04-05,114.6793877,120.8075036
2019-04-08,114.6138649,120.7384976
2019-04-09,114.6247971,120.75
2019-04-10,114.7666958,120.8994969
2019-04-11,114.7994659,120.9340043
2019-04-12,114.7230461,120.8534957
2019-04-15,114.7230461,120.8534957
2019-04-16,114.5811123,120.703999
2019-04-17,114.5811123,120.703999
2019-04-18,114.6684555,120.796001
2019-04-22,114.6466175,120.7729961
2019-04-23,114.7012082,120.8304997
2019-04-24,114.9195267,121.0604961
2019-04-25,114.8649711,121.0030014
2019-04-26,115.116016,121.2674964
2019-04-29,115.0505196,121.1984993
2019-04-30,114.9959377,121.1409957
2019-05-01,115.0616447,120.8649983
2019-05-02,114.9849793,120.7844986
2019-05-03,115.1492248,120.9570003
2019-05-06,115.2806038,121.0950036
2019-05-07,115.3462844,121.1640007
2019-05-08,115.2915359,121.1064972
2019-05-09,115.3462844,121.1640007
2019-05-10,115.4448055,121.2674964
2019-05-13,115.5542851,121.3825036
2019-05-14,115.6528149,121.4859993
2019-05-15,115.7622857,121.6009976
2019-05-16,115.795126,121.6354961
2019-05-17,115.7842026,121.6240024
2019-05-20,115.6637733,121.4975017
2019-05-21,115.6199657,121.4515007
2019-05-22,115.6747143,121.5090043
2019-05-23,115.8608155,121.7045021
2019-05-24,116.0250435,121.8770039
2019-05-28,116.0798184,121.9344986
2019-05-29,116.0469165,121.9
2019-05-30,116.2878101,122.1530014
2019-05-31,116.6052814,122.4865024
2019-06-03,116.8577828,122.4060028
2019-06-04,116.923674,122.475
2019-06-05,116.989539,122.5439972
2019-06-06,116.8907459,122.4405014
2019-06-07,117.1761754,122.7395039
2019-06-10,116.923674,122.475
2019-06-11,117.0224495,122.5784957
2019-06-12,117.0773911,122.6359993
2019-06-13,117.2859707,122.8545021
2019-06-14,117.2420578,122.808501
2019-06-17,117.3079227,122.8774983
2019-06-18,117.3298923,122.9005031
2019-06-19,117.6921627,123.2799964
2019-06-20,117.856847,123.4524983
2019-06-21,117.6043369,123.1880031
2019-06-24,117.845871,123.4409957
2019-06-25,117.944664,123.5445003
2019-06-26,117.7909908,123.383501
2019-06-27,118.0215313,123.625
2019-06-28,117.9995704,123.6020039
2019-07-01,118.2638111,123.5329979
2019-07-02,118.3188668,123.5905014
2019-07-03,118.5280518,123.8090043
2019-07-05,118.1537175,123.4179997
2019-07-08,118.1757221,123.4409957
2019-07-09,118.0986618,123.3604961
2019-07-10,118.1757221,123.4409957
2019-07-11,117.911499,123.1649983
2019-07-12,117.9775746,123.2340043
2019-07-15,118.0436326,123.3030014
2019-07-16,117.9885681,123.2454979
2019-07-17,118.3408889,123.6134976
2019-07-18,118.3959183,123.671001
2019-07-19,118.4069557,123.6825036
2019-07-22,118.3849247,123.6594986
2019-07-23,118.3298603,123.6020039
2019-07-24,118.5940834,123.8780014
2019-07-25,118.4839809,123.7630031
2019-07-26,118.550074,123.8320003
2019-07-29,118.5720787,123.8549964
2019-07-30,118.5170319,123.7975017
2019-07-31,118.6161144,123.9009976
2019-08-01,118.9804818,123.9240024
2019-08-02,119.146096,124.0965043
2019-08-05,119.5877518,124.5564972
2019-08-06,119.7975334,124.775
2019-08-07,119.6650226,124.6369969
2019-08-08,119.7423199,124.7174964
2019-08-09,119.4994259,124.4645039
2019-08-12,120.0073151,124.9935028
2019-08-13,119.6981525,124.6715043
2019-08-14,120.0183613,125.0049964
2019-08-15,120.4379334,125.4420021
2019-08-16,120.2723015,125.2695003
2019-08-19,120.1177246,125.108501
2019-08-20,120.3716648,125.3729961
2019-08-21,120.3606537,125.3615024
2019-08-22,120.283339,125.2810028
2019-08-23,120.5041668,125.5109993
2019-08-26,120.5814641,125.591499
2019-08-27,120.8795628,125.9020039
2019-08-28,121.0120648,126.0399983
2019-08-29,120.9458226,125.971001
2019-08-30,121.0120648,126.0399983
2019-09-03,121.0674186,125.7524983
2019-09-04,121.2667156,125.9594986
2019-09-05,120.7352687,125.4075036
2019-09-06,120.7906227,125.4649983
2019-09-09,120.4695454,125.1314972
2019-09-10,119.9270436,124.5679997
2019-09-11,119.8163181,124.4530014
2019-09-12,119.8827534,124.5219986
2019-09-13,119.3181065,123.9354961
2019-09-16,119.5395397,124.1655014
2019-09-17,119.7388366,124.3725017
2019-09-18,119.7831268,124.4185028
2019-09-19,119.7277641,124.3609993
2019-09-20,120.0820591,124.728999
2019-09-23,120.2591935,124.9130031
2019-09-24,120.5027806,125.1659957
2019-09-25,120.1817207,124.8325036
2019-09-26,120.1927582,124.8439972
2019-09-27,120.4031452,125.0625
2019-09-30,120.569207,125.2350017
2019-10-01,120.6691319,124.9935028
2019-10-02,120.6469165,124.9704979
2019-10-03,121.068805,125.4075036
2019-10-04,121.1687122,125.5109993
2019-10-07,121.0465897,125.3844986
2019-10-08,120.979979,125.3155014
2019-10-09,120.8689728,125.2005031
2019-10-10,120.5025875,124.821001
2019-10-11,120.2028217,124.5104961
2019-10-14,120.3138455,124.6255031
2019-10-15,120.1473187,124.4530014
2019-10-16,120.1695076,124.4759976
2019-10-17,120.1251209,124.4299964
2019-10-18,120.225037,124.533501
2019-10-21,119.9585942,124.2575036
2019-10-22,120.0584838,124.3609993
2019-10-23,120.1806152,124.4875
2019-10-24,120.2139293,124.5219986
2019-10-25,120.0696091,124.3725017
2019-10-28,119.8475617,124.1424964
2019-10-29,119.7920498,124.0850017
2019-10-30,120.0918068,124.3954979
2019-10-31,120.5691983,124.8899983
2019-11-01,120.7250649,124.7060028
2019-11-04,120.4244743,124.3954979
2019-11-05,120.0682053,124.0274983
2019-11-06,120.3465454,124.3149983
2019-11-07,119.8567039,123.8090043
2019-11-08,119.8232846,123.7744969
2019-11-11,119.7119801,123.6594986
2019-11-12,119.8678204,123.8204979
2019-11-13,120.0125531,123.9700036
2019-11-14,120.3576793,124.3265007
2019-11-15,120.3576793,124.3265007
2019-11-18,120.4244743,124.3954979
2019-11-19,120.6026001,124.5795021
2019-11-20,120.7584668,124.7405014
2019-11-21,120.6582523,124.6369969
2019-11-22,120.6805378,124.6600017
2019-11-25,120.8920303,124.8784957
2019-11-26,120.9477089,124.9359993
2019-11-27,120.8920303,124.8784957
2019-11-29,120.8697887,124.8554997
2019-12-02,120.5460705,124.1884976
2019-12-03,121.0818779,124.7405014
2019-12-04,120.9925781,124.6484993
2019-12-05,120.9032783,124.5564972
2019-12-06,120.7581596,124.4070003
2019-12-09,120.6688774,124.3149983
2019-12-10,120.5907115,124.2344986
2019-12-11,120.9814004,124.6369969
2019-12-12,120.7023407,124.3494969
2019-12-13,120.9255989,124.5795021
2019-12-16,120.7916492,124.441499
2019-12-17,120.8251213,124.4759976
2019-12-18,120.5907115,124.2344986
2019-12-19,120.5907115,124.2344986
2019-12-20,120.7358303,124.3840043
2019-12-23,120.5795338,124.2229961
2019-12-24,120.8028008,124.4530014
2019-12-26,120.8251213,124.4759976
2019-12-27,120.9367592,124.5909957
2019-12-30,120.9143772,124.2344986
2019-12-31,120.6681404,123.9814972
