Attributes,Adj Close,Close
Symbols,Fund2,Fund2
Date,,
2018-02-01,44.52380314,46.8625
2018-02-02,43.48582706,45.76999913
2018-02-05,41.94525242,44.14849931
2018-02-06,42.9285984,45.18350106
2018-02-07,43.52953378,45.81600018
2018-02-08,41.62839527,43.81499825
2018-02-09,41.92339688,44.12549878
2018-02-12,42.41507206,44.64299966
2018-02-13,42.90893193,45.16279926
2018-02-14,44.01027681,46.3219986
2018-02-15,44.89529038,47.25350018
2018-02-16,44.86252023,47.21900159
2018-02-20,44.81881352,47.17300053
2018-02-21,44.87343923,47.23049966
2018-02-22,44.78603898,47.13850193
2018-02-23,45.35418663,47.73649807
2018-02-26,46.28290253,48.71400071
2018-02-27,45.55085584,47.94349844
2018-02-28,44.69862557,47.04649984
2018-03-01,44.54565869,46.88550053
2018-03-02,45.57271138,47.96649894
2018-03-05,46.50143167,48.94400159
2018-03-06,46.93846799,49.40399894
2018-03-07,47.64866792,50.15150071
2018-03-08,48.07478085,50.6
2018-03-09,49.04720346,51.62349931
2018-03-12,49.14554024,51.72699947
2018-03-13,48.55552828,51.10599844
2018-03-14,48.21682434,50.74950124
2018-03-15,47.67051907,50.17450124
2018-03-16,47.44107093,49.93299791
2018-03-19,46.54513397,48.98999825
2018-03-20,46.63254299,49.08200037
2018-03-21,46.62161523,49.07049791
2018-03-22,45.29956094,47.67899894
2018-03-23,44.41454735,46.74750177
2018-03-26,45.35418663,47.73649807
2018-03-27,43.03786298,45.29849931
2018-03-28,41.94525242,44.14849931
2018-03-29,42.6882225,44.93049966
2018-04-02,41.31153814,43.48150159
2018-04-03,41.90154573,44.10249825
2018-04-04,42.90674725,45.16050053
2018-04-05,43.19082108,45.4594986
2018-04-06,41.99987813,44.20599844
2018-04-09,42.26210518,44.48200037
2018-04-10,43.6169384,45.90799791
2018-04-11,43.80268421,46.10350018
2018-04-12,44.27250825,46.59800053
2018-04-13,43.96657888,46.27600193
2018-04-16,43.94472771,46.2530014
2018-04-17,45.21215191,47.58700124
2018-04-18,45.5180813,47.90899984
2018-04-19,45.04825726,47.41449947
2018-04-20,44.65491888,47.00049878
2018-04-23,43.92287656,46.23000087
2018-04-24,43.30008564,45.57450124
2018-04-25,42.45877439,44.68900071
2018-04-26,43.20174886,45.47100106
2018-04-27,43.0269352,45.28700124
2018-04-30,42.71007368,44.95350018
2018-05-01,43.23452779,45.50549966
2018-05-02,43.21267223,45.48249913
2018-05-03,42.9285984,45.18350106
2018-05-04,43.60601503,45.89649984
2018-05-07,44.74233229,47.09250087
2018-05-08,45.11381513,47.48350106
2018-05-09,46.26105138,48.69100018
2018-05-10,46.62161523,49.07049791
2018-05-11,46.84778196,49.30854874
2018-05-14,46.92754899,49.39250087
2018-05-15,46.68717309,49.13949947
2018-05-16,47.05866033,49.53049966
2018-05-17,47.12421817,49.59950124
2018-05-18,46.56698514,49.01299878
2018-05-21,46.69810085,49.15100193
2018-05-22,46.84013558,49.30049878
2018-05-23,47.35366631,49.84100018
2018-05-24,47.25532514,49.7375
2018-05-25,47.18976728,49.66849844
2018-05-29,47.05866033,49.53049966
2018-05-30,47.7142214,50.22049791
2018-05-31,47.5066288,50.00199947
2018-06-01,47.82348595,50.33550053
2018-06-04,48.6320139,51.18649807
2018-06-05,49.26573258,51.85350018
2018-06-06,50.11796285,52.75049878
2018-06-07,49.63721542,52.24450037
2018-06-08,49.93222143,52.55500087
2018-06-11,50.01962605,52.6469986
2018-06-12,50.44574337,53.09549791
2018-06-13,50.69705144,53.36000177
2018-06-14,51.6476141,54.36050053
2018-06-15,51.65853749,54.3719986
2018-06-18,52.28132401,55.02749825
2018-06-19,51.81150437,54.53299791
2018-06-20,52.84948482,55.62549878
2018-06-21,51.59298841,54.3030014
2018-06-22,50.92649517,53.60150071
2018-06-25,49.48424854,52.08350106
2018-06-26,50.00870266,52.63550053
2018-06-27,48.56646043,51.11750087
2018-06-28,49.13461685,51.7155014
2018-06-29,49.14554024,51.72699947
2018-07-02,49.82295685,52.43999825
2018-07-03,49.33129045,51.92250177
2018-07-05,50.00870266,52.63550053
2018-07-06,51.02482757,53.70500087
2018-07-09,51.53835393,54.24549791
2018-07-10,51.30890579,54.00399894
2018-07-11,51.2651991,53.95799791
2018-07-12,52.17206822,54.9125
2018-07-13,52.16114046,54.90100193
2018-07-16,51.28705464,53.98099844
2018-07-17,51.8442833,54.56750087
2018-07-18,51.69131642,54.40650159
2018-07-19,51.93169232,54.6594986
2018-07-20,51.6476141,54.36050053
2018-07-23,51.47280046,54.17650071
2018-07-24,50.12889061,52.76200124
2018-07-25,51.19964563,53.88900071
2018-07-26,50.80630285,53.475
2018-07-27,48.86146641,51.4280014
2018-07-30,47.63773575,50.13999825
2018-07-31,48.67572059,51.23249913
2018-08-01,48.8723898,51.43949947
2018-08-02,50.11796285,52.75049878
2018-08-03,49.68092214,52.2905014
2018-08-06,50.19444848,52.83099844
2018-08-07,50.91556301,53.58999825
2018-08-08,50.97020188,53.64750177
2018-08-09,51.1559433,53.84299966
2018-08-10,51.27612686,53.96950037
2018-08-13,50.92649517,53.60150071
2018-08-14,51.22149678,53.91200124
2018-08-15,50.17259293,52.80799791
2018-08-16,50.69705144,53.36000177
2018-08-17,50.07426053,52.70450212
2018-08-20,50.6751959,53.33700124
2018-08-21,51.75687429,54.47549878
2018-08-22,51.80058098,54.52149984
2018-08-23,51.72409975,54.44100018
2018-08-24,52.51077652,55.26900159
2018-08-27,53.40671788,56.21200124
2018-08-28,53.52690143,56.33850193
2018-08-29,54.22617361,57.07450124
2018-08-30,54.19339028,57.03999825
2018-08-31,54.30265484,57.15500087
2018-09-04,53.72357064,56.54549791
2018-09-05,52.43429529,55.18850193
2018-09-06,51.39631481,54.09600106
